tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,expected_inflow,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
329,2026-06-07T20:00:00+00:00,2026-06-07T20:30:00+00:00,7,T41,T41-T48,277.06,wet,5.45,false,false,5.9918,true,229.59,227.04,Online,8.00,Offline,0.00,8.00,2216.48,
330,2026-06-07T20:30:00+00:00,2026-06-07T21:00:00+00:00,7,T42,T41-T48,277.06,wet,5.52,false,false,5.8402,true,227.04,228.56,Online,4.00,Offline,0.00,4.00,1108.24,
331,2026-06-07T21:00:00+00:00,2026-06-07T21:30:00+00:00,7,T43,T41-T48,277.06,wet,5.87,false,false,6.1275,true,228.56,226.43,Online,8.00,Offline,0.00,8.00,2216.48,
332,2026-06-07T21:30:00+00:00,2026-06-07T22:00:00+00:00,7,T44,T41-T48,277.06,wet,2.27,false,false,2.4958,true,226.43,228.70,Online,0.00,Offline,0.00,0.00,0.00,
333,2026-06-07T22:00:00+00:00,2026-06-07T22:30:00+00:00,7,T45,T41-T48,277.06,wet,2.59,false,false,2.6640,true,228.70,227.29,Online,4.00,Offline,0.00,4.00,1108.24,
334,2026-06-07T22:30:00+00:00,2026-06-07T23:00:00+00:00,7,T46,T41-T48,277.06,wet,2.53,false,false,2.6936,true,227.29,225.82,Online,4.00,Offline,0.00,4.00,1108.24,
335,2026-06-07T23:00:00+00:00,2026-06-07T23:30:00+00:00,7,T47,T41-T48,277.06,wet,2.76,false,false,2.8447,true,225.82,228.58,Online,0.00,Offline,0.00,0.00,0.00,
336,2026-06-07T23:30:00+00:00,2026-06-08T00:00:00+00:00,7,T48,T41-T48,277.06,wet,2.76,false,false,3.0281,true,228.58,227.34,Online,4.00,Offline,0.00,4.00,1108.24,
337,2026-06-08T00:00:00+00:00,2026-06-08T00:30:00+00:00,8,T1,T1-T8,228.42,dry_spell,0.09,false,false,0.0972,true,227.34,227.43,Online,0.00,Offline,0.00,0.00,0.00,
338,2026-06-08T00:30:00+00:00,2026-06-08T01:00:00+00:00,8,T2,T1-T8,228.42,dry_spell,0.15,false,false,0.1545,true,227.43,227.58,Online,0.00,Offline,0.00,0.00,0.00,
339,2026-06-08T01:00:00+00:00,2026-06-08T01:30:00+00:00,8,T3,T1-T8,228.42,dry_spell,0.09,false,false,0.0915,true,227.58,227.67,Online,0.00,Offline,0.00,0.00,0.00,
340,2026-06-08T01:30:00+00:00,2026-06-08T02:00:00+00:00,8,T4,T1-T8,228.42,dry_spell,0.05,false,false,0.0542,true,227.67,227.72,Online,0.00,Offline,0.00,0.00,0.00,
341,2026-06-08T02:00:00+00:00,2026-06-08T02:30:00+00:00,8,T5,T1-T8,228.42,dry_spell,0.05,false,false,0.0526,true,227.72,227.77,Online,0.00,Offline,0.00,0.00,0.00,
342,2026-06-08T02:30:00+00:00,2026-06-08T03:00:00+00:00,8,T6,T1-T8,228.42,dry_spell,0.32,false,false,0.3315,true,227.77,228.09,Online,0.00,Offline,0.00,0.00,0.00,
343,2026-06-08T03:00:00+00:00,2026-06-08T03:30:00+00:00,8,T7,T1-T8,228.42,dry_spell,0.18,false,false,0.1923,true,228.09,228.27,Online,0.00,Offline,0.00,0.00,0.00,
344,2026-06-08T03:30:00+00:00,2026-06-08T04:00:00+00:00,8,T8,T1-T8,228.42,dry_spell,0.26,false,false,0.2764,true,228.27,228.53,Online,0.00,Offline,0.00,0.00,0.00,
345,2026-06-08T04:00:00+00:00,2026-06-08T04:30:00+00:00,8,T9,T9-T16,257.37,dry_spell,0.13,false,false,0.1390,true,228.53,228.66,Online,0.00,Offline,0.00,0.00,0.00,
346,2026-06-08T04:30:00+00:00,2026-06-08T05:00:00+00:00,8,T10,T9-T16,257.37,dry_spell,0.32,false,false,0.3243,true,228.66,228.98,Online,0.00,Offline,0.00,0.00,0.00,
347,2026-06-08T05:00:00+00:00,2026-06-08T05:30:00+00:00,8,T11,T9-T16,257.37,dry_spell,0.15,false,false,0.1633,true,228.98,229.13,Online,0.00,Offline,0.00,0.00,0.00,
348,2026-06-08T05:30:00+00:00,2026-06-08T06:00:00+00:00,8,T12,T9-T16,257.37,dry_spell,1.15,false,false,1.1506,true,229.13,230.28,Online,0.00,Offline,0.00,0.00,0.00,
349,2026-06-08T06:00:00+00:00,2026-06-08T06:30:00+00:00,8,T13,T9-T16,257.37,dry_spell,0.83,false,false,0.8548,true,230.28,231.11,Online,0.00,Offline,0.00,0.00,0.00,
350,2026-06-08T06:30:00+00:00,2026-06-08T07:00:00+00:00,8,T14,T9-T16,257.37,dry_spell,1.08,false,false,1.1702,true,231.11,232.19,Online,0.00,Offline,0.00,0.00,0.00,
351,2026-06-08T07:00:00+00:00,2026-06-08T07:30:00+00:00,8,T15,T9-T16,257.37,dry_spell,0.83,false,false,0.8853,true,232.19,233.02,Online,0.00,Offline,0.00,0.00,0.00,
352,2026-06-08T07:30:00+00:00,2026-06-08T08:00:00+00:00,8,T16,T9-T16,257.37,dry_spell,1.01,false,false,1.0331,true,233.02,234.03,Online,0.00,Offline,0.00,0.00,0.00,
353,2026-06-08T08:00:00+00:00,2026-06-08T08:30:00+00:00,8,T17,T17-T24,282.66,dry_spell,0.98,false,false,0.9866,true,234.03,231.01,Online,4.00,Offline,0.00,4.00,1130.64,
354,2026-06-08T08:30:00+00:00,2026-06-08T09:00:00+00:00,8,T18,T17-T24,282.66,dry_spell,1.15,false,false,1.2630,true,231.01,232.16,Online,0.00,Offline,0.00,0.00,0.00,
355,2026-06-08T09:00:00+00:00,2026-06-08T09:30:00+00:00,8,T19,T17-T24,282.66,dry_spell,1.08,false,false,1.1577,true,232.16,233.24,Online,0.00,Offline,0.00,0.00,0.00,
356,2026-06-08T09:30:00+00:00,2026-06-08T10:00:00+00:00,8,T20,T17-T24,282.66,dry_spell,0.95,false,false,1.0389,true,233.24,234.19,Online,0.00,Offline,0.00,0.00,0.00,
357,2026-06-08T10:00:00+00:00,2026-06-08T10:30:00+00:00,8,T21,T17-T24,282.66,dry_spell,0.87,true,false,0.8775,true,234.19,231.06,Offline,0.00,Online,4.00,4.00,1130.64,
358,2026-06-08T10:30:00+00:00,2026-06-08T11:00:00+00:00,8,T22,T17-T24,282.66,dry_spell,0.59,true,false,0.6350,true,231.06,231.65,Offline,0.00,Online,0.00,0.00,0.00,
359,2026-06-08T11:00:00+00:00,2026-06-08T11:30:00+00:00,8,T23,T17-T24,282.66,dry_spell,0.53,true,false,0.5392,true,231.65,232.18,Offline,0.00,Online,0.00,0.00,0.00,
360,2026-06-08T11:30:00+00:00,2026-06-08T12:00:00+00:00,8,T24,T17-T24,282.66,dry_spell,0.49,true,false,0.5188,true,232.18,232.67,Offline,0.00,Online,0.00,0.00,0.00,
361,2026-06-08T12:00:00+00:00,2026-06-08T12:30:00+00:00,8,T25,T25-T32,283.90,dry_spell,0.35,true,false,0.3792,true,232.67,233.02,Offline,0.00,Online,0.00,0.00,0.00,
362,2026-06-08T12:30:00+00:00,2026-06-08T13:00:00+00:00,8,T26,T25-T32,283.90,dry_spell,0.48,false,false,0.5237,true,233.02,233.50,Offline,0.00,Online,0.00,0.00,0.00,
363,2026-06-08T13:00:00+00:00,2026-06-08T13:30:00+00:00,8,T27,T25-T32,283.90,dry_spell,0.55,false,false,0.5928,true,233.50,234.05,Offline,0.00,Online,0.00,0.00,0.00,
364,2026-06-08T13:30:00+00:00,2026-06-08T14:00:00+00:00,8,T28,T25-T32,283.90,dry_spell,0.49,false,false,0.5197,true,234.05,234.54,Offline,0.00,Online,0.00,0.00,0.00,
365,2026-06-08T14:00:00+00:00,2026-06-08T14:30:00+00:00,8,T29,T25-T32,283.90,dry_spell,0.36,false,false,0.3820,true,234.54,230.90,Offline,0.00,Online,4.00,4.00,1135.60,
366,2026-06-08T14:30:00+00:00,2026-06-08T15:00:00+00:00,8,T30,T25-T32,283.90,dry_spell,0.58,false,false,0.6178,true,230.90,231.48,Offline,0.00,Online,0.00,0.00,0.00,
367,2026-06-08T15:00:00+00:00,2026-06-08T15:30:00+00:00,8,T31,T25-T32,283.90,dry_spell,0.36,false,false,0.3746,true,231.48,231.84,Offline,0.00,Online,0.00,0.00,0.00,
368,2026-06-08T15:30:00+00:00,2026-06-08T16:00:00+00:00,8,T32,T25-T32,283.90,dry_spell,0.45,false,false,0.4883,true,231.84,228.29,Offline,0.00,Online,4.00,4.00,1135.60,
369,2026-06-08T16:00:00+00:00,2026-06-08T16:30:00+00:00,8,T33,T33-T40,302.47,dry_spell,1.23,false,false,1.3020,true,228.29,229.52,Offline,0.00,Online,0.00,0.00,0.00,
370,2026-06-08T16:30:00+00:00,2026-06-08T17:00:00+00:00,8,T34,T33-T40,302.47,dry_spell,1.13,false,false,1.1302,true,229.52,230.65,Offline,0.00,Online,0.00,0.00,0.00,
371,2026-06-08T17:00:00+00:00,2026-06-08T17:30:00+00:00,8,T35,T33-T40,302.47,dry_spell,1.19,false,false,1.1915,true,230.65,231.84,Offline,0.00,Online,0.00,0.00,0.00,
372,2026-06-08T17:30:00+00:00,2026-06-08T18:00:00+00:00,8,T36,T33-T40,302.47,dry_spell,1.20,false,false,1.3042,true,231.84,233.04,Offline,0.00,Online,0.00,0.00,0.00,
373,2026-06-08T18:00:00+00:00,2026-06-08T18:30:00+00:00,8,T37,T33-T40,302.47,dry_spell,1.20,false,false,1.2273,true,233.04,234.24,Offline,0.00,Online,0.00,0.00,0.00,
374,2026-06-08T18:30:00+00:00,2026-06-08T19:00:00+00:00,8,T38,T33-T40,302.47,dry_spell,0.94,false,false,0.9843,true,234.24,231.18,Offline,0.00,Online,4.00,4.00,1209.88,
375,2026-06-08T19:00:00+00:00,2026-06-08T19:30:00+00:00,8,T39,T33-T40,302.47,dry_spell,0.96,false,false,1.0474,true,231.18,232.14,Offline,0.00,Online,0.00,0.00,0.00,
376,2026-06-08T19:30:00+00:00,2026-06-08T20:00:00+00:00,8,T40,T33-T40,302.47,dry_spell,1.22,false,false,1.2988,true,232.14,233.36,Offline,0.00,Online,0.00,0.00,0.00,
377,2026-06-08T20:00:00+00:00,2026-06-08T20:30:00+00:00,8,T41,T41-T48,277.06,dry_spell,1.04,false,false,1.0501,true,233.36,230.40,Offline,0.00,Online,4.00,4.00,1108.24,
378,2026-06-08T20:30:00+00:00,2026-06-08T21:00:00+00:00,8,T42,T41-T48,277.06,dry_spell,1.23,false,false,1.2736,true,230.40,231.63,Offline,0.00,Online,0.00,0.00,0.00,
379,2026-06-08T21:00:00+00:00,2026-06-08T21:30:00+00:00,8,T43,T41-T48,277.06,dry_spell,1.16,false,false,1.1744,true,231.63,232.79,Offline,0.00,Online,0.00,0.00,0.00,
380,2026-06-08T21:30:00+00:00,2026-06-08T22:00:00+00:00,8,T44,T41-T48,277.06,dry_spell,0.28,false,false,0.3043,true,232.79,233.07,Offline,0.00,Online,0.00,0.00,0.00,
381,2026-06-08T22:00:00+00:00,2026-06-08T22:30:00+00:00,8,T45,T41-T48,277.06,dry_spell,0.21,false,false,0.2267,true,233.07,233.28,Offline,0.00,Online,0.00,0.00,0.00,
382,2026-06-08T22:30:00+00:00,2026-06-08T23:00:00+00:00,8,T46,T41-T48,277.06,dry_spell,0.29,false,false,0.3016,true,233.28,233.57,Offline,0.00,Online,0.00,0.00,0.00,
383,2026-06-08T23:00:00+00:00,2026-06-08T23:30:00+00:00,8,T47,T41-T48,277.06,dry_spell,0.19,false,false,0.1969,true,233.57,233.76,Offline,0.00,Online,0.00,0.00,0.00,
384,2026-06-08T23:30:00+00:00,2026-06-09T00:00:00+00:00,8,T48,T41-T48,277.06,dry_spell,0.30,false,false,0.3098,true,233.76,234.06,Offline,0.00,Online,0.00,0.00,0.00,
385,2026-06-09T00:00:00+00:00,2026-06-09T00:30:00+00:00,9,T1,T1-T8,228.42,wet_multi_day,2.97,false,false,3.2638,true,234.06,233.03,Offline,0.00,Online,4.00,4.00,913.68,
386,2026-06-09T00:30:00+00:00,2026-06-09T01:00:00+00:00,9,T2,T1-T8,228.42,wet_multi_day,2.97,false,false,3.0319,true,233.03,232.00,Offline,0.00,Online,4.00,4.00,913.68,
387,2026-06-09T01:00:00+00:00,2026-06-09T01:30:00+00:00,9,T3,T1-T8,228.42,wet_multi_day,2.90,false,false,3.1690,true,232.00,230.90,Offline,0.00,Online,4.00,4.00,913.68,
388,2026-06-09T01:30:00+00:00,2026-06-09T02:00:00+00:00,9,T4,T1-T8,228.42,wet_multi_day,3.04,false,false,3.2361,true,230.90,233.94,Offline,0.00,Online,0.00,0.00,0.00,
389,2026-06-09T02:00:00+00:00,2026-06-09T02:30:00+00:00,9,T5,T1-T8,228.42,wet_multi_day,2.82,false,false,3.0030,true,233.94,232.76,Offline,0.00,Online,4.00,4.00,913.68,
390,2026-06-09T02:30:00+00:00,2026-06-09T03:00:00+00:00,9,T6,T1-T8,228.42,wet_multi_day,2.68,false,false,2.8580,true,232.76,231.44,Offline,0.00,Online,4.00,4.00,913.68,
391,2026-06-09T03:00:00+00:00,2026-06-09T03:30:00+00:00,9,T7,T1-T8,228.42,wet_multi_day,2.73,false,false,2.7664,true,231.44,230.17,Offline,0.00,Online,4.00,4.00,913.68,
392,2026-06-09T03:30:00+00:00,2026-06-09T04:00:00+00:00,9,T8,T1-T8,228.42,wet_multi_day,2.87,false,false,2.9976,true,230.17,229.04,Offline,0.00,Online,4.00,4.00,913.68,
393,2026-06-09T04:00:00+00:00,2026-06-09T04:30:00+00:00,9,T9,T9-T16,257.37,wet_multi_day,2.92,false,false,3.1258,true,229.04,231.96,Offline,0.00,Online,0.00,0.00,0.00,
394,2026-06-09T04:30:00+00:00,2026-06-09T05:00:00+00:00,9,T10,T9-T16,257.37,wet_multi_day,2.65,false,false,2.8476,true,231.96,230.61,Offline,0.00,Online,4.00,4.00,1029.48,
395,2026-06-09T05:00:00+00:00,2026-06-09T05:30:00+00:00,9,T11,T9-T16,257.37,wet_multi_day,3.11,false,false,3.1439,true,230.61,229.72,Offline,0.00,Online,4.00,4.00,1029.48,
396,2026-06-09T05:30:00+00:00,2026-06-09T06:00:00+00:00,9,T12,T9-T16,257.37,wet_multi_day,6.11,false,false,6.1532,true,229.72,231.83,Offline,0.00,Online,4.00,4.00,1029.48,
397,2026-06-09T06:00:00+00:00,2026-06-09T06:30:00+00:00,9,T13,T9-T16,257.37,wet_multi_day,6.08,false,false,6.6326,true,231.83,229.91,Offline,0.00,Online,8.00,8.00,2058.96,
398,2026-06-09T06:30:00+00:00,2026-06-09T07:00:00+00:00,9,T14,T9-T16,257.37,wet_multi_day,6.64,false,false,7.0708,true,229.91,228.55,Offline,0.00,Online,8.00,8.00,2058.96,
399,2026-06-09T07:00:00+00:00,2026-06-09T07:30:00+00:00,9,T15,T9-T16,257.37,wet_multi_day,6.54,false,false,7.0982,true,228.55,231.09,Offline,0.00,Online,4.00,4.00,1029.48,
400,2026-06-09T07:30:00+00:00,2026-06-09T08:00:00+00:00,9,T16,T9-T16,257.37,wet_multi_day,6.22,false,false,6.3163,true,231.09,229.31,Offline,0.00,Online,8.00,8.00,2058.96,
401,2026-06-09T08:00:00+00:00,2026-06-09T08:30:00+00:00,9,T17,T17-T24,282.66,wet_multi_day,6.24,false,false,6.3463,true,229.31,227.55,Offline,0.00,Online,8.00,8.00,2261.28,
402,2026-06-09T08:30:00+00:00,2026-06-09T09:00:00+00:00,9,T18,T17-T24,282.66,wet_multi_day,6.50,false,false,6.8525,true,227.55,230.05,Online,0.00,Online,4.00,4.00,1130.64,
403,2026-06-09T09:00:00+00:00,2026-06-09T09:30:00+00:00,9,T19,T17-T24,282.66,wet_multi_day,6.39,false,false,6.6704,true,230.05,228.44,Online,0.00,Online,8.00,8.00,2261.28,
404,2026-06-09T09:30:00+00:00,2026-06-09T10:00:00+00:00,9,T20,T17-T24,282.66,wet_multi_day,6.22,false,false,6.7082,true,228.44,226.66,Online,0.00,Online,8.00,8.00,2261.28,
405,2026-06-09T10:00:00+00:00,2026-06-09T10:30:00+00:00,9,T21,T17-T24,282.66,wet_multi_day,6.41,false,false,7.0310,true,226.66,225.07,Online,0.00,Online,8.00,8.00,2261.28,
406,2026-06-09T10:30:00+00:00,2026-06-09T11:00:00+00:00,9,T22,T17-T24,282.66,wet_multi_day,4.36,false,true,4.6567,true,225.07,225.43,Online,4.00,Offline,0.00,4.00,1130.64,
407,2026-06-09T11:00:00+00:00,2026-06-09T11:30:00+00:00,9,T23,T17-T24,282.66,wet_multi_day,4.00,false,true,4.2763,true,225.43,225.43,Online,4.00,Offline,0.00,4.00,1130.64,
408,2026-06-09T11:30:00+00:00,2026-06-09T12:00:00+00:00,9,T24,T17-T24,282.66,wet_multi_day,4.28,false,true,4.3778,true,225.43,221.71,Online,8.00,Offline,0.00,8.00,2261.28,
409,2026-06-09T12:00:00+00:00,2026-06-09T12:30:00+00:00,9,T25,T25-T32,283.90,wet_multi_day,3.94,false,true,4.2760,true,221.71,225.65,Online,0.00,Offline,0.00,0.00,0.00,
410,2026-06-09T12:30:00+00:00,2026-06-09T13:00:00+00:00,9,T26,T25-T32,283.90,wet_multi_day,4.37,false,true,4.4314,true,225.65,230.02,Online,0.00,Offline,0.00,0.00,0.00,
411,2026-06-09T13:00:00+00:00,2026-06-09T13:30:00+00:00,9,T27,T25-T32,283.90,wet_multi_day,3.98,false,true,4.3187,true,230.02,234.00,Online,0.00,Offline,0.00,0.00,0.00,
412,2026-06-09T13:30:00+00:00,2026-06-09T14:00:00+00:00,9,T28,T25-T32,283.90,wet_multi_day,3.79,false,true,4.0775,true,234.00,233.79,Online,4.00,Offline,0.00,4.00,1135.60,
413,2026-06-09T14:00:00+00:00,2026-06-09T14:30:00+00:00,9,T29,T25-T32,283.90,wet_multi_day,4.43,false,true,4.7670,true,233.79,230.22,Online,8.00,Offline,0.00,8.00,2271.20,
414,2026-06-09T14:30:00+00:00,2026-06-09T15:00:00+00:00,9,T30,T25-T32,283.90,wet_multi_day,4.38,false,true,4.4777,true,230.22,230.60,Online,4.00,Offline,0.00,4.00,1135.60,
415,2026-06-09T15:00:00+00:00,2026-06-09T15:30:00+00:00,9,T31,T25-T32,283.90,wet_multi_day,3.82,false,false,3.8825,true,230.60,226.42,Online,8.00,Offline,0.00,8.00,2271.20,
416,2026-06-09T15:30:00+00:00,2026-06-09T16:00:00+00:00,9,T32,T25-T32,283.90,wet_multi_day,4.02,false,false,4.2960,true,226.42,226.44,Online,4.00,Offline,0.00,4.00,1135.60,
417,2026-06-09T16:00:00+00:00,2026-06-09T16:30:00+00:00,9,T33,T33-T40,302.47,wet_multi_day,6.75,false,false,7.4225,true,226.44,229.19,Online,4.00,Offline,0.00,4.00,1209.88,
418,2026-06-09T16:30:00+00:00,2026-06-09T17:00:00+00:00,9,T34,T33-T40,302.47,wet_multi_day,6.54,false,false,7.0660,true,229.19,227.73,Online,8.00,Offline,0.00,8.00,2419.76,
419,2026-06-09T17:00:00+00:00,2026-06-09T17:30:00+00:00,9,T35,T33-T40,302.47,wet_multi_day,6.77,false,false,7.0659,true,227.73,230.50,Online,4.00,Offline,0.00,4.00,1209.88,
420,2026-06-09T17:30:00+00:00,2026-06-09T18:00:00+00:00,9,T36,T33-T40,302.47,wet_multi_day,6.82,false,false,6.8964,true,230.50,229.32,Online,8.00,Offline,0.00,8.00,2419.76,
421,2026-06-09T18:00:00+00:00,2026-06-09T18:30:00+00:00,9,T37,T33-T40,302.47,wet_multi_day,6.71,false,false,7.0049,true,229.32,228.03,Online,8.00,Offline,0.00,8.00,2419.76,
422,2026-06-09T18:30:00+00:00,2026-06-09T19:00:00+00:00,9,T38,T33-T40,302.47,wet_multi_day,6.58,false,false,6.6026,true,228.03,230.61,Online,4.00,Offline,0.00,4.00,1209.88,
423,2026-06-09T19:00:00+00:00,2026-06-09T19:30:00+00:00,9,T39,T33-T40,302.47,wet_multi_day,6.57,false,false,6.9456,true,230.61,229.18,Online,8.00,Offline,0.00,8.00,2419.76,
424,2026-06-09T19:30:00+00:00,2026-06-09T20:00:00+00:00,9,T40,T33-T40,302.47,wet_multi_day,6.53,false,false,6.8581,true,229.18,227.71,Online,8.00,Offline,0.00,8.00,2419.76,
425,2026-06-09T20:00:00+00:00,2026-06-09T20:30:00+00:00,9,T41,T41-T48,277.06,wet_multi_day,6.95,false,false,7.1864,true,227.71,226.66,Online,8.00,Offline,0.00,8.00,2216.48,
426,2026-06-09T20:30:00+00:00,2026-06-09T21:00:00+00:00,9,T42,T41-T48,277.06,wet_multi_day,7.08,false,false,7.0942,true,226.66,229.74,Online,4.00,Offline,0.00,4.00,1108.24,
427,2026-06-09T21:00:00+00:00,2026-06-09T21:30:00+00:00,9,T43,T41-T48,277.06,wet_multi_day,6.67,false,false,7.2707,true,229.74,228.41,Online,8.00,Offline,0.00,8.00,2216.48,
428,2026-06-09T21:30:00+00:00,2026-06-09T22:00:00+00:00,9,T44,T41-T48,277.06,wet_multi_day,2.98,false,false,3.1461,true,228.41,223.39,Online,8.00,Offline,0.00,8.00,2216.48,
429,2026-06-09T22:00:00+00:00,2026-06-09T22:30:00+00:00,9,T45,T41-T48,277.06,wet_multi_day,3.21,false,false,3.4393,true,223.39,226.60,Online,0.00,Offline,0.00,0.00,0.00,
430,2026-06-09T22:30:00+00:00,2026-06-09T23:00:00+00:00,9,T46,T41-T48,277.06,wet_multi_day,3.40,false,false,3.4100,true,226.60,226.00,Online,4.00,Offline,0.00,4.00,1108.24,
431,2026-06-09T23:00:00+00:00,2026-06-09T23:30:00+00:00,9,T47,T41-T48,277.06,wet_multi_day,3.33,false,false,3.3617,true,226.00,225.33,Online,4.00,Offline,0.00,4.00,1108.24,
432,2026-06-09T23:30:00+00:00,2026-06-10T00:00:00+00:00,9,T48,T41-T48,277.06,wet_multi_day,3.25,false,false,3.3489,true,225.33,228.58,Online,0.00,Offline,0.00,0.00,0.00,
433,2026-06-10T00:00:00+00:00,2026-06-10T00:30:00+00:00,10,T1,T1-T8,228.42,wet_multi_day,3.01,false,false,3.2594,true,228.58,231.59,Online,0.00,Offline,0.00,0.00,0.00,
434,2026-06-10T00:30:00+00:00,2026-06-10T01:00:00+00:00,10,T2,T1-T8,228.42,wet_multi_day,2.99,false,false,3.0099,true,231.59,234.58,Online,0.00,Offline,0.00,0.00,0.00,
435,2026-06-10T01:00:00+00:00,2026-06-10T01:30:00+00:00,10,T3,T1-T8,228.42,wet_multi_day,3.11,false,false,3.1214,true,234.58,233.69,Online,4.00,Offline,0.00,4.00,913.68,
436,2026-06-10T01:30:00+00:00,2026-06-10T02:00:00+00:00,10,T4,T1-T8,228.42,wet_multi_day,2.82,false,false,2.8275,true,233.69,232.51,Online,4.00,Offline,0.00,4.00,913.68,
437,2026-06-10T02:00:00+00:00,2026-06-10T02:30:00+00:00,10,T5,T1-T8,228.42,wet_multi_day,2.87,false,false,3.0502,true,232.51,231.38,Online,4.00,Offline,0.00,4.00,913.68,
438,2026-06-10T02:30:00+00:00,2026-06-10T03:00:00+00:00,10,T6,T1-T8,228.42,wet_multi_day,2.74,false,false,2.8184,true,231.38,234.12,Online,0.00,Offline,0.00,0.00,0.00,
439,2026-06-10T03:00:00+00:00,2026-06-10T03:30:00+00:00,10,T7,T1-T8,228.42,wet_multi_day,2.83,false,false,3.0523,true,234.12,232.95,Online,4.00,Offline,0.00,4.00,913.68,
440,2026-06-10T03:30:00+00:00,2026-06-10T04:00:00+00:00,10,T8,T1-T8,228.42,wet_multi_day,3.08,false,false,3.2427,true,232.95,228.03,Online,8.00,Offline,0.00,8.00,1827.36,
441,2026-06-10T04:00:00+00:00,2026-06-10T04:30:00+00:00,10,T9,T9-T16,257.37,wet_multi_day,2.97,false,false,3.2486,true,228.03,231.00,Online,0.00,Offline,0.00,0.00,0.00,
442,2026-06-10T04:30:00+00:00,2026-06-10T05:00:00+00:00,10,T10,T9-T16,257.37,wet_multi_day,3.09,false,false,3.1218,true,231.00,230.09,Online,4.00,Offline,0.00,4.00,1029.48,
443,2026-06-10T05:00:00+00:00,2026-06-10T05:30:00+00:00,10,T11,T9-T16,257.37,wet_multi_day,3.16,false,false,3.2023,true,230.09,229.25,Online,4.00,Offline,0.00,4.00,1029.48,
444,2026-06-10T05:30:00+00:00,2026-06-10T06:00:00+00:00,10,T12,T9-T16,257.37,wet_multi_day,6.09,false,false,6.3993,true,229.25,231.34,Online,4.00,Offline,0.00,4.00,1029.48,
445,2026-06-10T06:00:00+00:00,2026-06-10T06:30:00+00:00,10,T13,T9-T16,257.37,wet_multi_day,6.08,false,false,6.5286,true,231.34,229.42,Online,8.00,Offline,0.00,8.00,2058.96,
446,2026-06-10T06:30:00+00:00,2026-06-10T07:00:00+00:00,10,T14,T9-T16,257.37,wet_multi_day,6.39,false,false,6.5732,true,229.42,231.81,Online,4.00,Offline,0.00,4.00,1029.48,
447,2026-06-10T07:00:00+00:00,2026-06-10T07:30:00+00:00,10,T15,T9-T16,257.37,wet_multi_day,6.54,false,false,6.8395,true,231.81,230.35,Online,8.00,Offline,0.00,8.00,2058.96,
448,2026-06-10T07:30:00+00:00,2026-06-10T08:00:00+00:00,10,T16,T9-T16,257.37,wet_multi_day,6.53,false,false,6.5392,true,230.35,228.88,Online,8.00,Offline,0.00,8.00,2058.96,
449,2026-06-10T08:00:00+00:00,2026-06-10T08:30:00+00:00,10,T17,T17-T24,282.66,wet_multi_day,6.44,false,false,6.9476,true,228.88,231.32,Online,4.00,Offline,0.00,4.00,1130.64,
450,2026-06-10T08:30:00+00:00,2026-06-10T09:00:00+00:00,10,T18,T17-T24,282.66,wet_multi_day,6.43,false,false,6.7989,true,231.32,229.75,Online,8.00,Offline,0.00,8.00,2261.28,
451,2026-06-10T09:00:00+00:00,2026-06-10T09:30:00+00:00,10,T19,T17-T24,282.66,wet_multi_day,6.65,false,false,6.9416,true,229.75,228.40,Online,8.00,Offline,0.00,8.00,2261.28,
452,2026-06-10T09:30:00+00:00,2026-06-10T10:00:00+00:00,10,T20,T17-T24,282.66,wet_multi_day,6.32,false,false,6.3239,true,228.40,230.72,Online,4.00,Offline,0.00,4.00,1130.64,
453,2026-06-10T10:00:00+00:00,2026-06-10T10:30:00+00:00,10,T21,T17-T24,282.66,wet_multi_day,6.47,false,false,6.7237,true,230.72,229.19,Online,8.00,Offline,0.00,8.00,2261.28,
454,2026-06-10T10:30:00+00:00,2026-06-10T11:00:00+00:00,10,T22,T17-T24,282.66,wet_multi_day,4.11,false,false,4.3370,true,229.19,229.30,Online,4.00,Offline,0.00,4.00,1130.64,
455,2026-06-10T11:00:00+00:00,2026-06-10T11:30:00+00:00,10,T23,T17-T24,282.66,wet_multi_day,4.16,false,false,4.3780,true,229.30,229.46,Online,4.00,Offline,0.00,4.00,1130.64,
456,2026-06-10T11:30:00+00:00,2026-06-10T12:00:00+00:00,10,T24,T17-T24,282.66,wet_multi_day,3.85,false,false,3.9935,true,229.46,229.31,Online,4.00,Offline,0.00,4.00,1130.64,
457,2026-06-10T12:00:00+00:00,2026-06-10T12:30:00+00:00,10,T25,T25-T32,283.90,wet_multi_day,3.86,false,false,4.2082,true,229.31,233.17,Online,0.00,Offline,0.00,0.00,0.00,
458,2026-06-10T12:30:00+00:00,2026-06-10T13:00:00+00:00,10,T26,T25-T32,283.90,wet_multi_day,4.38,false,false,4.7752,true,233.17,233.55,Online,4.00,Offline,0.00,4.00,1135.60,
459,2026-06-10T13:00:00+00:00,2026-06-10T13:30:00+00:00,10,T27,T25-T32,283.90,wet_multi_day,4.33,false,false,4.7028,true,233.55,233.88,Online,4.00,Offline,0.00,4.00,1135.60,
