tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action,feasible,starting_volume,ending_volume,p1_status,p1_rate,p2_status,p2_rate,pumped_volume,energy_cost,warnings
1147,2026-06-24T21:00:00+00:00,2026-06-24T21:30:00+00:00,24,T43,T41-T48,277.06,wet_multi_day,6.82,true,false,true,228.93,227.75,Offline,0.00,Online,8.00,8.00,2216.48,
1148,2026-06-24T21:30:00+00:00,2026-06-24T22:00:00+00:00,24,T44,T41-T48,277.06,wet_multi_day,3.28,true,false,true,227.75,231.03,Offline,0.00,Online,0.00,0.00,0.00,
1149,2026-06-24T22:00:00+00:00,2026-06-24T22:30:00+00:00,24,T45,T41-T48,277.06,wet_multi_day,3.31,true,false,true,231.03,234.34,Offline,0.00,Online,0.00,0.00,0.00,
1150,2026-06-24T22:30:00+00:00,2026-06-24T23:00:00+00:00,24,T46,T41-T48,277.06,wet_multi_day,2.94,true,false,true,234.34,233.28,Offline,0.00,Online,4.00,4.00,1108.24,
1151,2026-06-24T23:00:00+00:00,2026-06-24T23:30:00+00:00,24,T47,T41-T48,277.06,wet_multi_day,3.18,true,false,true,233.28,232.46,Offline,0.00,Online,4.00,4.00,1108.24,
1152,2026-06-24T23:30:00+00:00,2026-06-25T00:00:00+00:00,24,T48,T41-T48,277.06,wet_multi_day,2.98,true,false,true,232.46,231.44,Offline,0.00,Online,4.00,4.00,1108.24,
1153,2026-06-25T00:00:00+00:00,2026-06-25T00:30:00+00:00,25,T1,T1-T8,228.42,dry,0.26,true,false,true,231.44,231.70,Offline,0.00,Online,0.00,0.00,0.00,
1154,2026-06-25T00:30:00+00:00,2026-06-25T01:00:00+00:00,25,T2,T1-T8,228.42,dry,0.36,true,false,true,231.70,232.06,Offline,0.00,Online,0.00,0.00,0.00,
1155,2026-06-25T01:00:00+00:00,2026-06-25T01:30:00+00:00,25,T3,T1-T8,228.42,dry,0.43,false,false,true,232.06,232.49,Offline,0.00,Online,0.00,0.00,0.00,
1156,2026-06-25T01:30:00+00:00,2026-06-25T02:00:00+00:00,25,T4,T1-T8,228.42,dry,0.33,false,false,true,232.49,232.82,Offline,0.00,Online,0.00,0.00,0.00,
1157,2026-06-25T02:00:00+00:00,2026-06-25T02:30:00+00:00,25,T5,T1-T8,228.42,dry,0.22,false,false,true,232.82,233.04,Offline,0.00,Online,0.00,0.00,0.00,
1158,2026-06-25T02:30:00+00:00,2026-06-25T03:00:00+00:00,25,T6,T1-T8,228.42,dry,0.21,false,false,true,233.04,233.25,Offline,0.00,Online,0.00,0.00,0.00,
1159,2026-06-25T03:00:00+00:00,2026-06-25T03:30:00+00:00,25,T7,T1-T8,228.42,dry,0.27,false,false,true,233.25,233.52,Offline,0.00,Online,0.00,0.00,0.00,
1160,2026-06-25T03:30:00+00:00,2026-06-25T04:00:00+00:00,25,T8,T1-T8,228.42,dry,0.18,false,false,true,233.52,221.70,Offline,0.00,Online,12.00,12.00,2741.04,
1161,2026-06-25T04:00:00+00:00,2026-06-25T04:30:00+00:00,25,T9,T9-T16,257.37,dry,0.33,false,false,true,221.70,222.03,Offline,0.00,Online,0.00,0.00,0.00,
1162,2026-06-25T04:30:00+00:00,2026-06-25T05:00:00+00:00,25,T10,T9-T16,257.37,dry,0.34,false,false,true,222.03,222.37,Offline,0.00,Online,0.00,0.00,0.00,
1163,2026-06-25T05:00:00+00:00,2026-06-25T05:30:00+00:00,25,T11,T9-T16,257.37,dry,0.28,false,true,true,222.37,222.65,Online,0.00,Offline,0.00,0.00,0.00,
1164,2026-06-25T05:30:00+00:00,2026-06-25T06:00:00+00:00,25,T12,T9-T16,257.37,dry,1.57,false,true,true,222.65,224.22,Online,0.00,Offline,0.00,0.00,0.00,
1165,2026-06-25T06:00:00+00:00,2026-06-25T06:30:00+00:00,25,T13,T9-T16,257.37,dry,1.54,false,true,true,224.22,225.76,Online,0.00,Offline,0.00,0.00,0.00,
1166,2026-06-25T06:30:00+00:00,2026-06-25T07:00:00+00:00,25,T14,T9-T16,257.37,dry,1.82,false,true,true,225.76,227.58,Online,0.00,Offline,0.00,0.00,0.00,
1167,2026-06-25T07:00:00+00:00,2026-06-25T07:30:00+00:00,25,T15,T9-T16,257.37,dry,1.54,false,true,true,227.58,229.12,Online,0.00,Offline,0.00,0.00,0.00,
1168,2026-06-25T07:30:00+00:00,2026-06-25T08:00:00+00:00,25,T16,T9-T16,257.37,dry,1.74,false,true,true,229.12,222.86,Online,8.00,Offline,0.00,8.00,2058.96,
1169,2026-06-25T08:00:00+00:00,2026-06-25T08:30:00+00:00,25,T17,T17-T24,282.66,dry,1.58,false,true,true,222.86,224.44,Online,0.00,Offline,0.00,0.00,0.00,
1170,2026-06-25T08:30:00+00:00,2026-06-25T09:00:00+00:00,25,T18,T17-T24,282.66,dry,1.51,false,true,true,224.44,225.95,Online,0.00,Offline,0.00,0.00,0.00,
1171,2026-06-25T09:00:00+00:00,2026-06-25T09:30:00+00:00,25,T19,T17-T24,282.66,dry,1.85,false,true,true,225.95,227.80,Online,0.00,Offline,0.00,0.00,0.00,
1172,2026-06-25T09:30:00+00:00,2026-06-25T10:00:00+00:00,25,T20,T17-T24,282.66,dry,1.59,false,true,true,227.80,229.39,Online,0.00,Offline,0.00,0.00,0.00,
1173,2026-06-25T10:00:00+00:00,2026-06-25T10:30:00+00:00,25,T21,T17-T24,282.66,dry,1.86,false,true,true,229.39,231.25,Online,0.00,Offline,0.00,0.00,0.00,
1174,2026-06-25T10:30:00+00:00,2026-06-25T11:00:00+00:00,25,T22,T17-T24,282.66,dry,0.81,false,false,true,231.25,232.06,Online,0.00,Offline,0.00,0.00,0.00,
1175,2026-06-25T11:00:00+00:00,2026-06-25T11:30:00+00:00,25,T23,T17-T24,282.66,dry,0.72,false,false,true,232.06,232.78,Online,0.00,Offline,0.00,0.00,0.00,
1176,2026-06-25T11:30:00+00:00,2026-06-25T12:00:00+00:00,25,T24,T17-T24,282.66,dry,0.77,false,false,true,232.78,233.55,Online,0.00,Offline,0.00,0.00,0.00,
1177,2026-06-25T12:00:00+00:00,2026-06-25T12:30:00+00:00,25,T25,T25-T32,283.90,dry,0.69,false,false,true,233.55,234.24,Online,0.00,Offline,0.00,0.00,0.00,
1178,2026-06-25T12:30:00+00:00,2026-06-25T13:00:00+00:00,25,T26,T25-T32,283.90,dry,0.83,false,false,true,234.24,231.07,Online,4.00,Offline,0.00,4.00,1135.60,
1179,2026-06-25T13:00:00+00:00,2026-06-25T13:30:00+00:00,25,T27,T25-T32,283.90,dry,0.88,false,false,true,231.07,231.95,Online,0.00,Offline,0.00,0.00,0.00,
1180,2026-06-25T13:30:00+00:00,2026-06-25T14:00:00+00:00,25,T28,T25-T32,283.90,dry,0.69,false,false,true,231.95,232.64,Online,0.00,Offline,0.00,0.00,0.00,
1181,2026-06-25T14:00:00+00:00,2026-06-25T14:30:00+00:00,25,T29,T25-T32,283.90,dry,0.65,false,false,true,232.64,233.29,Online,0.00,Offline,0.00,0.00,0.00,
1182,2026-06-25T14:30:00+00:00,2026-06-25T15:00:00+00:00,25,T30,T25-T32,283.90,dry,0.85,false,false,true,233.29,234.14,Online,0.00,Offline,0.00,0.00,0.00,
1183,2026-06-25T15:00:00+00:00,2026-06-25T15:30:00+00:00,25,T31,T25-T32,283.90,dry,0.97,false,false,true,234.14,231.11,Online,4.00,Offline,0.00,4.00,1135.60,
1184,2026-06-25T15:30:00+00:00,2026-06-25T16:00:00+00:00,25,T32,T25-T32,283.90,dry,0.68,false,false,true,231.11,219.79,Online,0.00,Online,12.00,12.00,3406.80,
1185,2026-06-25T16:00:00+00:00,2026-06-25T16:30:00+00:00,25,T33,T33-T40,302.47,dry,1.96,false,false,true,219.79,221.75,Online,0.00,Online,0.00,0.00,0.00,
1186,2026-06-25T16:30:00+00:00,2026-06-25T17:00:00+00:00,25,T34,T33-T40,302.47,dry,1.71,false,false,true,221.75,223.46,Online,0.00,Online,0.00,0.00,0.00,
1187,2026-06-25T17:00:00+00:00,2026-06-25T17:30:00+00:00,25,T35,T33-T40,302.47,dry,1.83,false,false,true,223.46,225.29,Online,0.00,Online,0.00,0.00,0.00,
1188,2026-06-25T17:30:00+00:00,2026-06-25T18:00:00+00:00,25,T36,T33-T40,302.47,dry,1.88,false,false,true,225.29,227.17,Online,0.00,Online,0.00,0.00,0.00,
1189,2026-06-25T18:00:00+00:00,2026-06-25T18:30:00+00:00,25,T37,T33-T40,302.47,dry,1.68,false,false,true,227.17,228.85,Online,0.00,Online,0.00,0.00,0.00,
1190,2026-06-25T18:30:00+00:00,2026-06-25T19:00:00+00:00,25,T38,T33-T40,302.47,dry,1.81,false,false,true,228.85,230.66,Online,0.00,Online,0.00,0.00,0.00,
1191,2026-06-25T19:00:00+00:00,2026-06-25T19:30:00+00:00,25,T39,T33-T40,302.47,dry,1.87,false,false,true,230.66,232.53,Online,0.00,Online,0.00,0.00,0.00,
1192,2026-06-25T19:30:00+00:00,2026-06-25T20:00:00+00:00,25,T40,T33-T40,302.47,dry,1.69,false,false,true,232.53,234.22,Online,0.00,Online,0.00,0.00,0.00,
1193,2026-06-25T20:00:00+00:00,2026-06-25T20:30:00+00:00,25,T41,T41-T48,277.06,dry,1.73,false,false,true,234.22,231.95,Online,0.00,Online,4.00,4.00,1108.24,
1194,2026-06-25T20:30:00+00:00,2026-06-25T21:00:00+00:00,25,T42,T41-T48,277.06,dry,1.78,false,false,true,231.95,233.73,Online,0.00,Online,0.00,0.00,0.00,
1195,2026-06-25T21:00:00+00:00,2026-06-25T21:30:00+00:00,25,T43,T41-T48,277.06,dry,1.96,false,false,true,233.73,231.69,Online,0.00,Online,4.00,4.00,1108.24,
1196,2026-06-25T21:30:00+00:00,2026-06-25T22:00:00+00:00,25,T44,T41-T48,277.06,dry,0.53,false,false,true,231.69,232.22,Online,0.00,Online,0.00,0.00,0.00,
1197,2026-06-25T22:00:00+00:00,2026-06-25T22:30:00+00:00,25,T45,T41-T48,277.06,dry,0.42,true,false,true,232.22,232.64,Offline,0.00,Online,0.00,0.00,0.00,
1198,2026-06-25T22:30:00+00:00,2026-06-25T23:00:00+00:00,25,T46,T41-T48,277.06,dry,0.58,true,false,true,232.64,233.22,Offline,0.00,Online,0.00,0.00,0.00,
1199,2026-06-25T23:00:00+00:00,2026-06-25T23:30:00+00:00,25,T47,T41-T48,277.06,dry,0.34,true,false,true,233.22,233.56,Offline,0.00,Online,0.00,0.00,0.00,
1200,2026-06-25T23:30:00+00:00,2026-06-26T00:00:00+00:00,25,T48,T41-T48,277.06,dry,0.52,true,false,true,233.56,234.08,Offline,0.00,Online,0.00,0.00,0.00,
1201,2026-06-26T00:00:00+00:00,2026-06-26T00:30:00+00:00,26,T1,T1-T8,228.42,extreme_wet,4.94,false,false,true,234.08,231.02,Offline,0.00,Online,8.00,8.00,1827.36,
1202,2026-06-26T00:30:00+00:00,2026-06-26T01:00:00+00:00,26,T2,T1-T8,228.42,extreme_wet,5.15,false,false,true,231.02,232.17,Offline,0.00,Online,4.00,4.00,913.68,
1203,2026-06-26T01:00:00+00:00,2026-06-26T01:30:00+00:00,26,T3,T1-T8,228.42,extreme_wet,5.14,false,false,true,232.17,233.31,Offline,0.00,Online,4.00,4.00,913.68,
1204,2026-06-26T01:30:00+00:00,2026-06-26T02:00:00+00:00,26,T4,T1-T8,228.42,extreme_wet,4.71,false,false,true,233.31,234.02,Offline,0.00,Online,4.00,4.00,913.68,
1205,2026-06-26T02:00:00+00:00,2026-06-26T02:30:00+00:00,26,T5,T1-T8,228.42,extreme_wet,5.26,false,false,true,234.02,231.28,Offline,0.00,Online,8.00,8.00,1827.36,
1206,2026-06-26T02:30:00+00:00,2026-06-26T03:00:00+00:00,26,T6,T1-T8,228.42,extreme_wet,5.03,false,false,true,231.28,232.31,Offline,0.00,Online,4.00,4.00,913.68,
1207,2026-06-26T03:00:00+00:00,2026-06-26T03:30:00+00:00,26,T7,T1-T8,228.42,extreme_wet,4.65,false,false,true,232.31,232.96,Offline,0.00,Online,4.00,4.00,913.68,
1208,2026-06-26T03:30:00+00:00,2026-06-26T04:00:00+00:00,26,T8,T1-T8,228.42,extreme_wet,4.98,false,false,true,232.96,225.94,Offline,0.00,Online,12.00,12.00,2741.04,
1209,2026-06-26T04:00:00+00:00,2026-06-26T04:30:00+00:00,26,T9,T9-T16,257.37,extreme_wet,5.06,false,false,true,225.94,231.00,Offline,0.00,Online,0.00,0.00,0.00,
1210,2026-06-26T04:30:00+00:00,2026-06-26T05:00:00+00:00,26,T10,T9-T16,257.37,extreme_wet,5.03,false,false,true,231.00,232.03,Offline,0.00,Online,4.00,4.00,1029.48,
1211,2026-06-26T05:00:00+00:00,2026-06-26T05:30:00+00:00,26,T11,T9-T16,257.37,extreme_wet,4.98,false,false,true,232.03,229.01,Offline,0.00,Online,8.00,8.00,2058.96,
1212,2026-06-26T05:30:00+00:00,2026-06-26T06:00:00+00:00,26,T12,T9-T16,257.37,extreme_wet,9.41,false,false,true,229.01,230.42,Offline,0.00,Online,8.00,8.00,2058.96,
1213,2026-06-26T06:00:00+00:00,2026-06-26T06:30:00+00:00,26,T13,T9-T16,257.37,extreme_wet,9.35,false,false,true,230.42,227.77,Offline,0.00,Online,12.00,12.00,3088.44,
1214,2026-06-26T06:30:00+00:00,2026-06-26T07:00:00+00:00,26,T14,T9-T16,257.37,extreme_wet,9.24,false,true,true,227.77,233.01,Online,4.00,Offline,0.00,4.00,1029.48,
1215,2026-06-26T07:00:00+00:00,2026-06-26T07:30:00+00:00,26,T15,T9-T16,257.37,extreme_wet,8.80,false,false,true,233.01,233.81,Online,8.00,Offline,0.00,8.00,2058.96,
1216,2026-06-26T07:30:00+00:00,2026-06-26T08:00:00+00:00,26,T16,T9-T16,257.37,extreme_wet,8.80,false,false,true,233.81,230.61,Online,12.00,Offline,0.00,12.00,3088.44,
1217,2026-06-26T08:00:00+00:00,2026-06-26T08:30:00+00:00,26,T17,T17-T24,282.66,extreme_wet,9.30,false,false,true,230.61,231.91,Online,8.00,Offline,0.00,8.00,2261.28,
1218,2026-06-26T08:30:00+00:00,2026-06-26T09:00:00+00:00,26,T18,T17-T24,282.66,extreme_wet,9.41,false,false,true,231.91,233.32,Online,8.00,Offline,0.00,8.00,2261.28,
1219,2026-06-26T09:00:00+00:00,2026-06-26T09:30:00+00:00,26,T19,T17-T24,282.66,extreme_wet,9.40,false,false,true,233.32,234.72,Online,8.00,Offline,0.00,8.00,2261.28,
1220,2026-06-26T09:30:00+00:00,2026-06-26T10:00:00+00:00,26,T20,T17-T24,282.66,extreme_wet,8.94,false,false,true,234.72,231.66,Online,12.00,Offline,0.00,12.00,3391.92,
1221,2026-06-26T10:00:00+00:00,2026-06-26T10:30:00+00:00,26,T21,T17-T24,282.66,extreme_wet,8.80,false,false,true,231.66,232.46,Online,8.00,Offline,0.00,8.00,2261.28,
1222,2026-06-26T10:30:00+00:00,2026-06-26T11:00:00+00:00,26,T22,T17-T24,282.66,extreme_wet,6.81,false,false,true,232.46,231.27,Online,8.00,Offline,0.00,8.00,2261.28,
1223,2026-06-26T11:00:00+00:00,2026-06-26T11:30:00+00:00,26,T23,T17-T24,282.66,extreme_wet,6.51,false,false,true,231.27,233.78,Online,4.00,Offline,0.00,4.00,1130.64,
1224,2026-06-26T11:30:00+00:00,2026-06-26T12:00:00+00:00,26,T24,T17-T24,282.66,extreme_wet,10.74,false,false,true,233.78,232.52,Online,12.00,Offline,0.00,12.00,3391.92,
1225,2026-06-26T12:00:00+00:00,2026-06-26T12:30:00+00:00,26,T25,T25-T32,283.90,extreme_wet,10.56,false,false,true,232.52,231.08,Online,12.00,Offline,0.00,12.00,3406.80,
1226,2026-06-26T12:30:00+00:00,2026-06-26T13:00:00+00:00,26,T26,T25-T32,283.90,extreme_wet,9.90,false,false,true,231.08,224.98,Online,16.00,Offline,0.00,16.00,4542.40,
1227,2026-06-26T13:00:00+00:00,2026-06-26T13:30:00+00:00,26,T27,T25-T32,283.90,extreme_wet,10.54,false,false,true,224.98,227.52,Online,8.00,Offline,0.00,8.00,2271.20,
1228,2026-06-26T13:30:00+00:00,2026-06-26T14:00:00+00:00,26,T28,T25-T32,283.90,extreme_wet,10.12,false,false,true,227.52,233.64,Online,4.00,Offline,0.00,4.00,1135.60,
1229,2026-06-26T14:00:00+00:00,2026-06-26T14:30:00+00:00,26,T29,T25-T32,283.90,extreme_wet,10.64,false,false,true,233.64,232.28,Online,12.00,Offline,0.00,12.00,3406.80,
1230,2026-06-26T14:30:00+00:00,2026-06-26T15:00:00+00:00,26,T30,T25-T32,283.90,extreme_wet,10.37,false,false,true,232.28,234.65,Online,8.00,Offline,0.00,8.00,2271.20,
1231,2026-06-26T15:00:00+00:00,2026-06-26T15:30:00+00:00,26,T31,T25-T32,283.90,extreme_wet,10.49,false,false,true,234.65,229.14,Online,16.00,Offline,0.00,16.00,4542.40,
1232,2026-06-26T15:30:00+00:00,2026-06-26T16:00:00+00:00,26,T32,T25-T32,283.90,extreme_wet,10.35,false,false,true,229.14,227.49,Online,12.00,Offline,0.00,12.00,3406.80,
1233,2026-06-26T16:00:00+00:00,2026-06-26T16:30:00+00:00,26,T33,T33-T40,302.47,extreme_wet,14.42,false,false,true,227.49,233.91,Online,8.00,Offline,0.00,8.00,2419.76,
1234,2026-06-26T16:30:00+00:00,2026-06-26T17:00:00+00:00,26,T34,T33-T40,302.47,extreme_wet,13.63,false,false,true,233.91,231.54,Online,16.00,Offline,0.00,16.00,4839.52,
1235,2026-06-26T17:00:00+00:00,2026-06-26T17:30:00+00:00,26,T35,T33-T40,302.47,extreme_wet,13.80,false,false,true,231.54,229.34,Online,16.00,Offline,0.00,16.00,4839.52,
1236,2026-06-26T17:30:00+00:00,2026-06-26T18:00:00+00:00,26,T36,T33-T40,302.47,extreme_wet,13.76,false,false,true,229.34,231.10,Online,12.00,Offline,0.00,12.00,3629.64,
1237,2026-06-26T18:00:00+00:00,2026-06-26T18:30:00+00:00,26,T37,T33-T40,302.47,extreme_wet,14.17,false,false,true,231.10,233.27,Online,12.00,Offline,0.00,12.00,3629.64,
1238,2026-06-26T18:30:00+00:00,2026-06-26T19:00:00+00:00,26,T38,T33-T40,302.47,extreme_wet,13.87,false,false,true,233.27,231.14,Online,16.00,Offline,0.00,16.00,4839.52,
1239,2026-06-26T19:00:00+00:00,2026-06-26T19:30:00+00:00,26,T39,T33-T40,302.47,extreme_wet,14.07,false,false,true,231.14,233.21,Online,12.00,Offline,0.00,12.00,3629.64,
1240,2026-06-26T19:30:00+00:00,2026-06-26T20:00:00+00:00,26,T40,T33-T40,302.47,extreme_wet,13.85,false,false,true,233.21,231.06,Online,16.00,Offline,0.00,16.00,4839.52,
1241,2026-06-26T20:00:00+00:00,2026-06-26T20:30:00+00:00,26,T41,T41-T48,277.06,extreme_wet,9.86,false,false,true,231.06,228.92,Online,12.00,Offline,0.00,12.00,3324.72,
1242,2026-06-26T20:30:00+00:00,2026-06-26T21:00:00+00:00,26,T42,T41-T48,277.06,extreme_wet,9.47,false,false,true,228.92,234.39,Online,4.00,Offline,0.00,4.00,1108.24,
1243,2026-06-26T21:00:00+00:00,2026-06-26T21:30:00+00:00,26,T43,T41-T48,277.06,extreme_wet,9.51,false,false,true,234.39,231.90,Online,12.00,Offline,0.00,12.00,3324.72,
1244,2026-06-26T21:30:00+00:00,2026-06-26T22:00:00+00:00,26,T44,T41-T48,277.06,extreme_wet,5.55,false,false,true,231.90,233.45,Online,4.00,Offline,0.00,4.00,1108.24,
1245,2026-06-26T22:00:00+00:00,2026-06-26T22:30:00+00:00,26,T45,T41-T48,277.06,extreme_wet,5.19,false,false,true,233.45,230.64,Online,8.00,Offline,0.00,8.00,2216.48,
1246,2026-06-26T22:30:00+00:00,2026-06-26T23:00:00+00:00,26,T46,T41-T48,277.06,extreme_wet,5.66,false,false,true,230.64,228.30,Online,8.00,Offline,0.00,8.00,2216.48,
1247,2026-06-26T23:00:00+00:00,2026-06-26T23:30:00+00:00,26,T47,T41-T48,277.06,extreme_wet,5.15,false,false,true,228.30,233.45,Online,0.00,Offline,0.00,0.00,0.00,
1248,2026-06-26T23:30:00+00:00,2026-06-27T00:00:00+00:00,26,T48,T41-T48,277.06,extreme_wet,5.29,false,false,true,233.45,234.74,Online,4.00,Offline,0.00,4.00,1108.24,
1249,2026-06-27T00:00:00+00:00,2026-06-27T00:30:00+00:00,27,T1,T1-T8,228.42,wet,2.10,false,false,true,234.74,232.84,Online,4.00,Offline,0.00,4.00,913.68,
1250,2026-06-27T00:30:00+00:00,2026-06-27T01:00:00+00:00,27,T2,T1-T8,228.42,wet,2.59,false,false,true,232.84,231.43,Online,4.00,Offline,0.00,4.00,913.68,
1251,2026-06-27T01:00:00+00:00,2026-06-27T01:30:00+00:00,27,T3,T1-T8,228.42,wet,2.52,false,false,true,231.43,233.95,Online,0.00,Offline,0.00,0.00,0.00,
1252,2026-06-27T01:30:00+00:00,2026-06-27T02:00:00+00:00,27,T4,T1-T8,228.42,wet,2.45,false,false,true,233.95,232.40,Online,4.00,Offline,0.00,4.00,913.68,
1253,2026-06-27T02:00:00+00:00,2026-06-27T02:30:00+00:00,27,T5,T1-T8,228.42,wet,2.18,false,false,true,232.40,234.58,Online,0.00,Offline,0.00,0.00,0.00,
1254,2026-06-27T02:30:00+00:00,2026-06-27T03:00:00+00:00,27,T6,T1-T8,228.42,wet,2.27,false,false,true,234.58,232.85,Online,4.00,Offline,0.00,4.00,913.68,
1255,2026-06-27T03:00:00+00:00,2026-06-27T03:30:00+00:00,27,T7,T1-T8,228.42,wet,2.26,false,false,true,232.85,227.11,Online,0.00,Online,8.00,8.00,1827.36,
1256,2026-06-27T03:30:00+00:00,2026-06-27T04:00:00+00:00,27,T8,T1-T8,228.42,wet,2.18,false,false,true,227.11,221.29,Online,0.00,Online,8.00,8.00,1827.36,
1257,2026-06-27T04:00:00+00:00,2026-06-27T04:30:00+00:00,27,T9,T9-T16,257.37,wet,2.10,false,false,true,221.29,223.39,Online,0.00,Online,0.00,0.00,0.00,
1258,2026-06-27T04:30:00+00:00,2026-06-27T05:00:00+00:00,27,T10,T9-T16,257.37,wet,2.38,false,false,true,223.39,225.77,Online,0.00,Online,0.00,0.00,0.00,
1259,2026-06-27T05:00:00+00:00,2026-06-27T05:30:00+00:00,27,T11,T9-T16,257.37,wet,2.58,false,false,true,225.77,228.35,Online,0.00,Online,0.00,0.00,0.00,
1260,2026-06-27T05:30:00+00:00,2026-06-27T06:00:00+00:00,27,T12,T9-T16,257.37,wet,5.59,false,false,true,228.35,233.94,Online,0.00,Online,0.00,0.00,0.00,
1261,2026-06-27T06:00:00+00:00,2026-06-27T06:30:00+00:00,27,T13,T9-T16,257.37,wet,5.07,false,false,true,233.94,227.01,Online,0.00,Online,12.00,12.00,3088.44,
1262,2026-06-27T06:30:00+00:00,2026-06-27T07:00:00+00:00,27,T14,T9-T16,257.37,wet,5.23,true,false,true,227.01,232.24,Offline,0.00,Online,0.00,0.00,0.00,
1263,2026-06-27T07:00:00+00:00,2026-06-27T07:30:00+00:00,27,T15,T9-T16,257.37,wet,5.43,true,false,true,232.24,233.67,Offline,0.00,Online,4.00,4.00,1029.48,
1264,2026-06-27T07:30:00+00:00,2026-06-27T08:00:00+00:00,27,T16,T9-T16,257.37,wet,5.14,true,false,true,233.67,226.81,Offline,0.00,Online,12.00,12.00,3088.44,
1265,2026-06-27T08:00:00+00:00,2026-06-27T08:30:00+00:00,27,T17,T17-T24,282.66,wet,5.05,true,false,true,226.81,231.86,Offline,0.00,Online,0.00,0.00,0.00,
1266,2026-06-27T08:30:00+00:00,2026-06-27T09:00:00+00:00,27,T18,T17-T24,282.66,wet,5.11,true,false,true,231.86,232.97,Offline,0.00,Online,4.00,4.00,1130.64,
1267,2026-06-27T09:00:00+00:00,2026-06-27T09:30:00+00:00,27,T19,T17-T24,282.66,wet,5.08,true,false,true,232.97,234.05,Offline,0.00,Online,4.00,4.00,1130.64,
1268,2026-06-27T09:30:00+00:00,2026-06-27T10:00:00+00:00,27,T20,T17-T24,282.66,wet,5.57,true,false,true,234.05,231.62,Offline,0.00,Online,8.00,8.00,2261.28,
1269,2026-06-27T10:00:00+00:00,2026-06-27T10:30:00+00:00,27,T21,T17-T24,282.66,wet,5.27,true,false,true,231.62,232.89,Offline,0.00,Online,4.00,4.00,1130.64,
1270,2026-06-27T10:30:00+00:00,2026-06-27T11:00:00+00:00,27,T22,T17-T24,282.66,wet,3.13,true,false,true,232.89,232.02,Offline,0.00,Online,4.00,4.00,1130.64,
1271,2026-06-27T11:00:00+00:00,2026-06-27T11:30:00+00:00,27,T23,T17-T24,282.66,wet,3.25,false,false,true,232.02,231.27,Offline,0.00,Online,4.00,4.00,1130.64,
1272,2026-06-27T11:30:00+00:00,2026-06-27T12:00:00+00:00,27,T24,T17-T24,282.66,wet,3.22,false,false,true,231.27,234.49,Offline,0.00,Online,0.00,0.00,0.00,
1273,2026-06-27T12:00:00+00:00,2026-06-27T12:30:00+00:00,27,T25,T25-T32,283.90,wet,3.59,false,false,true,234.49,234.08,Offline,0.00,Online,4.00,4.00,1135.60,
1274,2026-06-27T12:30:00+00:00,2026-06-27T13:00:00+00:00,27,T26,T25-T32,283.90,wet,3.45,false,false,true,234.08,233.53,Offline,0.00,Online,4.00,4.00,1135.60,
1275,2026-06-27T13:00:00+00:00,2026-06-27T13:30:00+00:00,27,T27,T25-T32,283.90,wet,3.59,false,false,true,233.53,233.12,Offline,0.00,Online,4.00,4.00,1135.60,
1276,2026-06-27T13:30:00+00:00,2026-06-27T14:00:00+00:00,27,T28,T25-T32,283.90,wet,3.59,false,false,true,233.12,232.71,Offline,0.00,Online,4.00,4.00,1135.60,
1277,2026-06-27T14:00:00+00:00,2026-06-27T14:30:00+00:00,27,T29,T25-T32,283.90,wet,3.50,false,false,true,232.71,228.21,Offline,0.00,Online,8.00,8.00,2271.20,
1278,2026-06-27T14:30:00+00:00,2026-06-27T15:00:00+00:00,27,T30,T25-T32,283.90,wet,3.57,false,false,true,228.21,231.78,Offline,0.00,Online,0.00,0.00,0.00,
1279,2026-06-27T15:00:00+00:00,2026-06-27T15:30:00+00:00,27,T31,T25-T32,283.90,wet,3.56,false,false,true,231.78,231.34,Offline,0.00,Online,4.00,4.00,1135.60,
1280,2026-06-27T15:30:00+00:00,2026-06-27T16:00:00+00:00,27,T32,T25-T32,283.90,wet,3.43,false,false,true,231.34,222.77,Offline,0.00,Online,12.00,12.00,3406.80,
1281,2026-06-27T16:00:00+00:00,2026-06-27T16:30:00+00:00,27,T33,T33-T40,302.47,wet,5.77,false,false,true,222.77,228.54,Offline,0.00,Online,0.00,0.00,0.00,
1282,2026-06-27T16:30:00+00:00,2026-06-27T17:00:00+00:00,27,T34,T33-T40,302.47,wet,5.54,false,false,true,228.54,230.08,Offline,0.00,Online,4.00,4.00,1209.88,
1283,2026-06-27T17:00:00+00:00,2026-06-27T17:30:00+00:00,27,T35,T33-T40,302.47,wet,5.56,false,false,true,230.08,227.64,Offline,0.00,Online,8.00,8.00,2419.76,
1284,2026-06-27T17:30:00+00:00,2026-06-27T18:00:00+00:00,27,T36,T33-T40,302.47,wet,5.62,false,false,true,227.64,233.26,Offline,0.00,Online,0.00,0.00,0.00,
1285,2026-06-27T18:00:00+00:00,2026-06-27T18:30:00+00:00,27,T37,T33-T40,302.47,wet,5.95,false,false,true,233.26,231.21,Offline,0.00,Online,8.00,8.00,2419.76,
1286,2026-06-27T18:30:00+00:00,2026-06-27T19:00:00+00:00,27,T38,T33-T40,302.47,wet,5.68,false,false,true,231.21,228.89,Offline,0.00,Online,8.00,8.00,2419.76,
