tick,timestamp,interval_end,day,time_period,tariff_band,tariff,weather_pattern,inflow,p1_out_of_action,p2_out_of_action
221,2026-06-05T14:00:00+00:00,2026-06-05T14:30:00+00:00,5,T29,T25-T32,283.90,severe_wet_afternoon,8.87,false,false
222,2026-06-05T14:30:00+00:00,2026-06-05T15:00:00+00:00,5,T30,T25-T32,283.90,severe_wet_afternoon,8.86,false,false
223,2026-06-05T15:00:00+00:00,2026-06-05T15:30:00+00:00,5,T31,T25-T32,283.90,severe_wet_afternoon,8.74,false,false
224,2026-06-05T15:30:00+00:00,2026-06-05T16:00:00+00:00,5,T32,T25-T32,283.90,severe_wet_afternoon,9.20,false,false
225,2026-06-05T16:00:00+00:00,2026-06-05T16:30:00+00:00,5,T33,T33-T40,302.47,severe_wet_afternoon,12.61,false,false
226,2026-06-05T16:30:00+00:00,2026-06-05T17:00:00+00:00,5,T34,T33-T40,302.47,severe_wet_afternoon,12.17,false,false
227,2026-06-05T17:00:00+00:00,2026-06-05T17:30:00+00:00,5,T35,T33-T40,302.47,severe_wet_afternoon,12.52,false,false
228,2026-06-05T17:30:00+00:00,2026-06-05T18:00:00+00:00,5,T36,T33-T40,302.47,severe_wet_afternoon,12.19,false,false
229,2026-06-05T18:00:00+00:00,2026-06-05T18:30:00+00:00,5,T37,T33-T40,302.47,severe_wet_afternoon,11.94,false,false
230,2026-06-05T18:30:00+00:00,2026-06-05T19:00:00+00:00,5,T38,T33-T40,302.47,severe_wet_afternoon,12.14,false,false
231,2026-06-05T19:00:00+00:00,2026-06-05T19:30:00+00:00,5,T39,T33-T40,302.47,severe_wet_afternoon,4.91,false,false
232,2026-06-05T19:30:00+00:00,2026-06-05T20:00:00+00:00,5,T40,T33-T40,302.47,severe_wet_afternoon,5.34,false,false
233,2026-06-05T20:00:00+00:00,2026-06-05T20:30:00+00:00,5,T41,T41-T48,277.06,severe_wet_afternoon,5.04,false,false
234,2026-06-05T20:30:00+00:00,2026-06-05T21:00:00+00:00,5,T42,T41-T48,277.06,severe_wet_afternoon,5.15,false,false
235,2026-06-05T21:00:00+00:00,2026-06-05T21:30:00+00:00,5,T43,T41-T48,277.06,severe_wet_afternoon,5.32,false,false
236,2026-06-05T21:30:00+00:00,2026-06-05T22:00:00+00:00,5,T44,T41-T48,277.06,severe_wet_afternoon,2.50,false,false
237,2026-06-05T22:00:00+00:00,2026-06-05T22:30:00+00:00,5,T45,T41-T48,277.06,severe_wet_afternoon,2.43,false,false
238,2026-06-05T22:30:00+00:00,2026-06-05T23:00:00+00:00,5,T46,T41-T48,277.06,severe_wet_afternoon,2.19,false,false
239,2026-06-05T23:00:00+00:00,2026-06-05T23:30:00+00:00,5,T47,T41-T48,277.06,severe_wet_afternoon,2.41,false,false
240,2026-06-05T23:30:00+00:00,2026-06-06T00:00:00+00:00,5,T48,T41-T48,277.06,severe_wet_afternoon,2.26,false,false
241,2026-06-06T00:00:00+00:00,2026-06-06T00:30:00+00:00,6,T1,T1-T8,228.42,extreme_dry,0.25,false,false
242,2026-06-06T00:30:00+00:00,2026-06-06T01:00:00+00:00,6,T2,T1-T8,228.42,extreme_dry,0.05,false,false
243,2026-06-06T01:00:00+00:00,2026-06-06T01:30:00+00:00,6,T3,T1-T8,228.42,extreme_dry,0.05,false,false
244,2026-06-06T01:30:00+00:00,2026-06-06T02:00:00+00:00,6,T4,T1-T8,228.42,extreme_dry,0.14,false,false
245,2026-06-06T02:00:00+00:00,2026-06-06T02:30:00+00:00,6,T5,T1-T8,228.42,extreme_dry,0.05,false,false
246,2026-06-06T02:30:00+00:00,2026-06-06T03:00:00+00:00,6,T6,T1-T8,228.42,extreme_dry,0.15,false,false
247,2026-06-06T03:00:00+00:00,2026-06-06T03:30:00+00:00,6,T7,T1-T8,228.42,extreme_dry,0.16,false,false
248,2026-06-06T03:30:00+00:00,2026-06-06T04:00:00+00:00,6,T8,T1-T8,228.42,extreme_dry,0.06,false,false
249,2026-06-06T04:00:00+00:00,2026-06-06T04:30:00+00:00,6,T9,T9-T16,257.37,extreme_dry,0.12,false,false
250,2026-06-06T04:30:00+00:00,2026-06-06T05:00:00+00:00,6,T10,T9-T16,257.37,extreme_dry,0.27,false,false
251,2026-06-06T05:00:00+00:00,2026-06-06T05:30:00+00:00,6,T11,T9-T16,257.37,extreme_dry,0.15,false,false
252,2026-06-06T05:30:00+00:00,2026-06-06T06:00:00+00:00,6,T12,T9-T16,257.37,extreme_dry,0.65,false,false
253,2026-06-06T06:00:00+00:00,2026-06-06T06:30:00+00:00,6,T13,T9-T16,257.37,extreme_dry,0.69,false,false
254,2026-06-06T06:30:00+00:00,2026-06-06T07:00:00+00:00,6,T14,T9-T16,257.37,extreme_dry,0.72,false,false
255,2026-06-06T07:00:00+00:00,2026-06-06T07:30:00+00:00,6,T15,T9-T16,257.37,extreme_dry,0.47,false,false
256,2026-06-06T07:30:00+00:00,2026-06-06T08:00:00+00:00,6,T16,T9-T16,257.37,extreme_dry,0.53,false,false
257,2026-06-06T08:00:00+00:00,2026-06-06T08:30:00+00:00,6,T17,T17-T24,282.66,extreme_dry,0.46,false,false
258,2026-06-06T08:30:00+00:00,2026-06-06T09:00:00+00:00,6,T18,T17-T24,282.66,extreme_dry,0.66,false,false
259,2026-06-06T09:00:00+00:00,2026-06-06T09:30:00+00:00,6,T19,T17-T24,282.66,extreme_dry,0.70,false,false
260,2026-06-06T09:30:00+00:00,2026-06-06T10:00:00+00:00,6,T20,T17-T24,282.66,extreme_dry,0.49,false,false
261,2026-06-06T10:00:00+00:00,2026-06-06T10:30:00+00:00,6,T21,T17-T24,282.66,extreme_dry,0.62,false,false
262,2026-06-06T10:30:00+00:00,2026-06-06T11:00:00+00:00,6,T22,T17-T24,282.66,extreme_dry,0.24,false,false
263,2026-06-06T11:00:00+00:00,2026-06-06T11:30:00+00:00,6,T23,T17-T24,282.66,extreme_dry,0.34,false,false
264,2026-06-06T11:30:00+00:00,2026-06-06T12:00:00+00:00,6,T24,T17-T24,282.66,extreme_dry,0.19,false,false
265,2026-06-06T12:00:00+00:00,2026-06-06T12:30:00+00:00,6,T25,T25-T32,283.90,extreme_dry,0.32,false,false
266,2026-06-06T12:30:00+00:00,2026-06-06T13:00:00+00:00,6,T26,T25-T32,283.90,extreme_dry,0.28,false,false
267,2026-06-06T13:00:00+00:00,2026-06-06T13:30:00+00:00,6,T27,T25-T32,283.90,extreme_dry,0.19,false,false
268,2026-06-06T13:30:00+00:00,2026-06-06T14:00:00+00:00,6,T28,T25-T32,283.90,extreme_dry,0.36,false,false
269,2026-06-06T14:00:00+00:00,2026-06-06T14:30:00+00:00,6,T29,T25-T32,283.90,extreme_dry,0.46,false,false
270,2026-06-06T14:30:00+00:00,2026-06-06T15:00:00+00:00,6,T30,T25-T32,283.90,extreme_dry,0.44,false,false
271,2026-06-06T15:00:00+00:00,2026-06-06T15:30:00+00:00,6,T31,T25-T32,283.90,extreme_dry,0.18,false,false
272,2026-06-06T15:30:00+00:00,2026-06-06T16:00:00+00:00,6,T32,T25-T32,283.90,extreme_dry,0.39,false,false
273,2026-06-06T16:00:00+00:00,2026-06-06T16:30:00+00:00,6,T33,T33-T40,302.47,extreme_dry,0.76,false,false
274,2026-06-06T16:30:00+00:00,2026-06-06T17:00:00+00:00,6,T34,T33-T40,302.47,extreme_dry,0.56,false,false
275,2026-06-06T17:00:00+00:00,2026-06-06T17:30:00+00:00,6,T35,T33-T40,302.47,extreme_dry,0.80,false,false
276,2026-06-06T17:30:00+00:00,2026-06-06T18:00:00+00:00,6,T36,T33-T40,302.47,extreme_dry,0.51,false,false
277,2026-06-06T18:00:00+00:00,2026-06-06T18:30:00+00:00,6,T37,T33-T40,302.47,extreme_dry,0.53,false,false
278,2026-06-06T18:30:00+00:00,2026-06-06T19:00:00+00:00,6,T38,T33-T40,302.47,extreme_dry,0.58,false,false
279,2026-06-06T19:00:00+00:00,2026-06-06T19:30:00+00:00,6,T39,T33-T40,302.47,extreme_dry,0.77,false,false
280,2026-06-06T19:30:00+00:00,2026-06-06T20:00:00+00:00,6,T40,T33-T40,302.47,extreme_dry,0.52,false,false
281,2026-06-06T20:00:00+00:00,2026-06-06T20:30:00+00:00,6,T41,T41-T48,277.06,extreme_dry,0.83,false,false
282,2026-06-06T20:30:00+00:00,2026-06-06T21:00:00+00:00,6,T42,T41-T48,277.06,extreme_dry,0.69,false,false
283,2026-06-06T21:00:00+00:00,2026-06-06T21:30:00+00:00,6,T43,T41-T48,277.06,extreme_dry,0.59,false,false
284,2026-06-06T21:30:00+00:00,2026-06-06T22:00:00+00:00,6,T44,T41-T48,277.06,extreme_dry,0.20,false,false
285,2026-06-06T22:00:00+00:00,2026-06-06T22:30:00+00:00,6,T45,T41-T48,277.06,extreme_dry,0.05,false,false
286,2026-06-06T22:30:00+00:00,2026-06-06T23:00:00+00:00,6,T46,T41-T48,277.06,extreme_dry,0.05,false,false
287,2026-06-06T23:00:00+00:00,2026-06-06T23:30:00+00:00,6,T47,T41-T48,277.06,extreme_dry,0.26,false,false
288,2026-06-06T23:30:00+00:00,2026-06-07T00:00:00+00:00,6,T48,T41-T48,277.06,extreme_dry,0.30,false,false
289,2026-06-07T00:00:00+00:00,2026-06-07T00:30:00+00:00,7,T1,T1-T8,228.42,wet,2.38,false,false
290,2026-06-07T00:30:00+00:00,2026-06-07T01:00:00+00:00,7,T2,T1-T8,228.42,wet,2.31,false,false
291,2026-06-07T01:00:00+00:00,2026-06-07T01:30:00+00:00,7,T3,T1-T8,228.42,wet,2.15,false,false
292,2026-06-07T01:30:00+00:00,2026-06-07T02:00:00+00:00,7,T4,T1-T8,228.42,wet,2.35,false,false
293,2026-06-07T02:00:00+00:00,2026-06-07T02:30:00+00:00,7,T5,T1-T8,228.42,wet,2.58,false,false
294,2026-06-07T02:30:00+00:00,2026-06-07T03:00:00+00:00,7,T6,T1-T8,228.42,wet,2.46,false,true
295,2026-06-07T03:00:00+00:00,2026-06-07T03:30:00+00:00,7,T7,T1-T8,228.42,wet,2.00,false,true
296,2026-06-07T03:30:00+00:00,2026-06-07T04:00:00+00:00,7,T8,T1-T8,228.42,wet,2.26,false,true
297,2026-06-07T04:00:00+00:00,2026-06-07T04:30:00+00:00,7,T9,T9-T16,257.37,wet,2.51,false,true
298,2026-06-07T04:30:00+00:00,2026-06-07T05:00:00+00:00,7,T10,T9-T16,257.37,wet,2.42,false,false
299,2026-06-07T05:00:00+00:00,2026-06-07T05:30:00+00:00,7,T11,T9-T16,257.37,wet,2.22,false,false
300,2026-06-07T05:30:00+00:00,2026-06-07T06:00:00+00:00,7,T12,T9-T16,257.37,wet,5.13,false,false
301,2026-06-07T06:00:00+00:00,2026-06-07T06:30:00+00:00,7,T13,T9-T16,257.37,wet,5.56,false,false
302,2026-06-07T06:30:00+00:00,2026-06-07T07:00:00+00:00,7,T14,T9-T16,257.37,wet,5.57,false,false
303,2026-06-07T07:00:00+00:00,2026-06-07T07:30:00+00:00,7,T15,T9-T16,257.37,wet,5.62,false,false
304,2026-06-07T07:30:00+00:00,2026-06-07T08:00:00+00:00,7,T16,T9-T16,257.37,wet,5.15,false,false
305,2026-06-07T08:00:00+00:00,2026-06-07T08:30:00+00:00,7,T17,T17-T24,282.66,wet,5.62,false,false
306,2026-06-07T08:30:00+00:00,2026-06-07T09:00:00+00:00,7,T18,T17-T24,282.66,wet,5.25,false,false
307,2026-06-07T09:00:00+00:00,2026-06-07T09:30:00+00:00,7,T19,T17-T24,282.66,wet,5.59,false,false
308,2026-06-07T09:30:00+00:00,2026-06-07T10:00:00+00:00,7,T20,T17-T24,282.66,wet,5.39,false,false
309,2026-06-07T10:00:00+00:00,2026-06-07T10:30:00+00:00,7,T21,T17-T24,282.66,wet,5.42,false,false
310,2026-06-07T10:30:00+00:00,2026-06-07T11:00:00+00:00,7,T22,T17-T24,282.66,wet,3.37,true,false
311,2026-06-07T11:00:00+00:00,2026-06-07T11:30:00+00:00,7,T23,T17-T24,282.66,wet,3.47,true,false
312,2026-06-07T11:30:00+00:00,2026-06-07T12:00:00+00:00,7,T24,T17-T24,282.66,wet,3.67,true,false
313,2026-06-07T12:00:00+00:00,2026-06-07T12:30:00+00:00,7,T25,T25-T32,283.90,wet,3.50,true,false
314,2026-06-07T12:30:00+00:00,2026-06-07T13:00:00+00:00,7,T26,T25-T32,283.90,wet,3.29,true,false
315,2026-06-07T13:00:00+00:00,2026-06-07T13:30:00+00:00,7,T27,T25-T32,283.90,wet,3.36,true,false
316,2026-06-07T13:30:00+00:00,2026-06-07T14:00:00+00:00,7,T28,T25-T32,283.90,wet,3.35,true,false
317,2026-06-07T14:00:00+00:00,2026-06-07T14:30:00+00:00,7,T29,T25-T32,283.90,wet,3.49,true,false
318,2026-06-07T14:30:00+00:00,2026-06-07T15:00:00+00:00,7,T30,T25-T32,283.90,wet,3.33,false,false
319,2026-06-07T15:00:00+00:00,2026-06-07T15:30:00+00:00,7,T31,T25-T32,283.90,wet,3.16,false,false
320,2026-06-07T15:30:00+00:00,2026-06-07T16:00:00+00:00,7,T32,T25-T32,283.90,wet,3.37,false,false
321,2026-06-07T16:00:00+00:00,2026-06-07T16:30:00+00:00,7,T33,T33-T40,302.47,wet,5.70,false,true
322,2026-06-07T16:30:00+00:00,2026-06-07T17:00:00+00:00,7,T34,T33-T40,302.47,wet,5.69,false,true
323,2026-06-07T17:00:00+00:00,2026-06-07T17:30:00+00:00,7,T35,T33-T40,302.47,wet,5.63,false,true
324,2026-06-07T17:30:00+00:00,2026-06-07T18:00:00+00:00,7,T36,T33-T40,302.47,wet,5.62,false,true
325,2026-06-07T18:00:00+00:00,2026-06-07T18:30:00+00:00,7,T37,T33-T40,302.47,wet,5.70,false,true
326,2026-06-07T18:30:00+00:00,2026-06-07T19:00:00+00:00,7,T38,T33-T40,302.47,wet,5.74,false,true
327,2026-06-07T19:00:00+00:00,2026-06-07T19:30:00+00:00,7,T39,T33-T40,302.47,wet,5.47,false,true
328,2026-06-07T19:30:00+00:00,2026-06-07T20:00:00+00:00,7,T40,T33-T40,302.47,wet,5.50,false,false
329,2026-06-07T20:00:00+00:00,2026-06-07T20:30:00+00:00,7,T41,T41-T48,277.06,wet,5.45,false,false
330,2026-06-07T20:30:00+00:00,2026-06-07T21:00:00+00:00,7,T42,T41-T48,277.06,wet,5.52,false,false
331,2026-06-07T21:00:00+00:00,2026-06-07T21:30:00+00:00,7,T43,T41-T48,277.06,wet,5.87,false,false
332,2026-06-07T21:30:00+00:00,2026-06-07T22:00:00+00:00,7,T44,T41-T48,277.06,wet,2.27,false,false
333,2026-06-07T22:00:00+00:00,2026-06-07T22:30:00+00:00,7,T45,T41-T48,277.06,wet,2.59,false,false
334,2026-06-07T22:30:00+00:00,2026-06-07T23:00:00+00:00,7,T46,T41-T48,277.06,wet,2.53,false,false
335,2026-06-07T23:00:00+00:00,2026-06-07T23:30:00+00:00,7,T47,T41-T48,277.06,wet,2.76,false,false
336,2026-06-07T23:30:00+00:00,2026-06-08T00:00:00+00:00,7,T48,T41-T48,277.06,wet,2.76,false,false
337,2026-06-08T00:00:00+00:00,2026-06-08T00:30:00+00:00,8,T1,T1-T8,228.42,dry_spell,0.09,false,false
338,2026-06-08T00:30:00+00:00,2026-06-08T01:00:00+00:00,8,T2,T1-T8,228.42,dry_spell,0.15,false,false
339,2026-06-08T01:00:00+00:00,2026-06-08T01:30:00+00:00,8,T3,T1-T8,228.42,dry_spell,0.09,false,false
340,2026-06-08T01:30:00+00:00,2026-06-08T02:00:00+00:00,8,T4,T1-T8,228.42,dry_spell,0.05,false,false
341,2026-06-08T02:00:00+00:00,2026-06-08T02:30:00+00:00,8,T5,T1-T8,228.42,dry_spell,0.05,false,false
342,2026-06-08T02:30:00+00:00,2026-06-08T03:00:00+00:00,8,T6,T1-T8,228.42,dry_spell,0.32,false,false
343,2026-06-08T03:00:00+00:00,2026-06-08T03:30:00+00:00,8,T7,T1-T8,228.42,dry_spell,0.18,false,false
344,2026-06-08T03:30:00+00:00,2026-06-08T04:00:00+00:00,8,T8,T1-T8,228.42,dry_spell,0.26,false,false
345,2026-06-08T04:00:00+00:00,2026-06-08T04:30:00+00:00,8,T9,T9-T16,257.37,dry_spell,0.13,false,false
346,2026-06-08T04:30:00+00:00,2026-06-08T05:00:00+00:00,8,T10,T9-T16,257.37,dry_spell,0.32,false,false
347,2026-06-08T05:00:00+00:00,2026-06-08T05:30:00+00:00,8,T11,T9-T16,257.37,dry_spell,0.15,false,false
348,2026-06-08T05:30:00+00:00,2026-06-08T06:00:00+00:00,8,T12,T9-T16,257.37,dry_spell,1.15,false,false
349,2026-06-08T06:00:00+00:00,2026-06-08T06:30:00+00:00,8,T13,T9-T16,257.37,dry_spell,0.83,false,false
350,2026-06-08T06:30:00+00:00,2026-06-08T07:00:00+00:00,8,T14,T9-T16,257.37,dry_spell,1.08,false,false
351,2026-06-08T07:00:00+00:00,2026-06-08T07:30:00+00:00,8,T15,T9-T16,257.37,dry_spell,0.83,false,false
352,2026-06-08T07:30:00+00:00,2026-06-08T08:00:00+00:00,8,T16,T9-T16,257.37,dry_spell,1.01,false,false
353,2026-06-08T08:00:00+00:00,2026-06-08T08:30:00+00:00,8,T17,T17-T24,282.66,dry_spell,0.98,false,false
354,2026-06-08T08:30:00+00:00,2026-06-08T09:00:00+00:00,8,T18,T17-T24,282.66,dry_spell,1.15,false,false
355,2026-06-08T09:00:00+00:00,2026-06-08T09:30:00+00:00,8,T19,T17-T24,282.66,dry_spell,1.08,false,false
356,2026-06-08T09:30:00+00:00,2026-06-08T10:00:00+00:00,8,T20,T17-T24,282.66,dry_spell,0.95,false,false
357,2026-06-08T10:00:00+00:00,2026-06-08T10:30:00+00:00,8,T21,T17-T24,282.66,dry_spell,0.87,true,false
358,2026-06-08T10:30:00+00:00,2026-06-08T11:00:00+00:00,8,T22,T17-T24,282.66,dry_spell,0.59,true,false
359,2026-06-08T11:00:00+00:00,2026-06-08T11:30:00+00:00,8,T23,T17-T24,282.66,dry_spell,0.53,true,false
360,2026-06-08T11:30:00+00:00,2026-06-08T12:00:00+00:00,8,T24,T17-T24,282.66,dry_spell,0.49,true,false
361,2026-06-08T12:00:00+00:00,2026-06-08T12:30:00+00:00,8,T25,T25-T32,283.90,dry_spell,0.35,true,false
362,2026-06-08T12:30:00+00:00,2026-06-08T13:00:00+00:00,8,T26,T25-T32,283.90,dry_spell,0.48,false,false
363,2026-06-08T13:00:00+00:00,2026-06-08T13:30:00+00:00,8,T27,T25-T32,283.90,dry_spell,0.55,false,false
364,2026-06-08T13:30:00+00:00,2026-06-08T14:00:00+00:00,8,T28,T25-T32,283.90,dry_spell,0.49,false,false
365,2026-06-08T14:00:00+00:00,2026-06-08T14:30:00+00:00,8,T29,T25-T32,283.90,dry_spell,0.36,false,false
366,2026-06-08T14:30:00+00:00,2026-06-08T15:00:00+00:00,8,T30,T25-T32,283.90,dry_spell,0.58,false,false
367,2026-06-08T15:00:00+00:00,2026-06-08T15:30:00+00:00,8,T31,T25-T32,283.90,dry_spell,0.36,false,false
368,2026-06-08T15:30:00+00:00,2026-06-08T16:00:00+00:00,8,T32,T25-T32,283.90,dry_spell,0.45,false,false
369,2026-06-08T16:00:00+00:00,2026-06-08T16:30:00+00:00,8,T33,T33-T40,302.47,dry_spell,1.23,false,false
370,2026-06-08T16:30:00+00:00,2026-06-08T17:00:00+00:00,8,T34,T33-T40,302.47,dry_spell,1.13,false,false
371,2026-06-08T17:00:00+00:00,2026-06-08T17:30:00+00:00,8,T35,T33-T40,302.47,dry_spell,1.19,false,false
372,2026-06-08T17:30:00+00:00,2026-06-08T18:00:00+00:00,8,T36,T33-T40,302.47,dry_spell,1.20,false,false
373,2026-06-08T18:00:00+00:00,2026-06-08T18:30:00+00:00,8,T37,T33-T40,302.47,dry_spell,1.20,false,false
374,2026-06-08T18:30:00+00:00,2026-06-08T19:00:00+00:00,8,T38,T33-T40,302.47,dry_spell,0.94,false,false
375,2026-06-08T19:00:00+00:00,2026-06-08T19:30:00+00:00,8,T39,T33-T40,302.47,dry_spell,0.96,false,false
376,2026-06-08T19:30:00+00:00,2026-06-08T20:00:00+00:00,8,T40,T33-T40,302.47,dry_spell,1.22,false,false
377,2026-06-08T20:00:00+00:00,2026-06-08T20:30:00+00:00,8,T41,T41-T48,277.06,dry_spell,1.04,false,false
378,2026-06-08T20:30:00+00:00,2026-06-08T21:00:00+00:00,8,T42,T41-T48,277.06,dry_spell,1.23,false,false
379,2026-06-08T21:00:00+00:00,2026-06-08T21:30:00+00:00,8,T43,T41-T48,277.06,dry_spell,1.16,false,false
380,2026-06-08T21:30:00+00:00,2026-06-08T22:00:00+00:00,8,T44,T41-T48,277.06,dry_spell,0.28,false,false
381,2026-06-08T22:00:00+00:00,2026-06-08T22:30:00+00:00,8,T45,T41-T48,277.06,dry_spell,0.21,false,false
382,2026-06-08T22:30:00+00:00,2026-06-08T23:00:00+00:00,8,T46,T41-T48,277.06,dry_spell,0.29,false,false
383,2026-06-08T23:00:00+00:00,2026-06-08T23:30:00+00:00,8,T47,T41-T48,277.06,dry_spell,0.19,false,false
384,2026-06-08T23:30:00+00:00,2026-06-09T00:00:00+00:00,8,T48,T41-T48,277.06,dry_spell,0.30,false,false
385,2026-06-09T00:00:00+00:00,2026-06-09T00:30:00+00:00,9,T1,T1-T8,228.42,wet_multi_day,2.97,false,false
386,2026-06-09T00:30:00+00:00,2026-06-09T01:00:00+00:00,9,T2,T1-T8,228.42,wet_multi_day,2.97,false,false
387,2026-06-09T01:00:00+00:00,2026-06-09T01:30:00+00:00,9,T3,T1-T8,228.42,wet_multi_day,2.90,false,false
388,2026-06-09T01:30:00+00:00,2026-06-09T02:00:00+00:00,9,T4,T1-T8,228.42,wet_multi_day,3.04,false,false
389,2026-06-09T02:00:00+00:00,2026-06-09T02:30:00+00:00,9,T5,T1-T8,228.42,wet_multi_day,2.82,false,false
390,2026-06-09T02:30:00+00:00,2026-06-09T03:00:00+00:00,9,T6,T1-T8,228.42,wet_multi_day,2.68,false,false
391,2026-06-09T03:00:00+00:00,2026-06-09T03:30:00+00:00,9,T7,T1-T8,228.42,wet_multi_day,2.73,false,false
392,2026-06-09T03:30:00+00:00,2026-06-09T04:00:00+00:00,9,T8,T1-T8,228.42,wet_multi_day,2.87,false,false
393,2026-06-09T04:00:00+00:00,2026-06-09T04:30:00+00:00,9,T9,T9-T16,257.37,wet_multi_day,2.92,false,false
394,2026-06-09T04:30:00+00:00,2026-06-09T05:00:00+00:00,9,T10,T9-T16,257.37,wet_multi_day,2.65,false,false
395,2026-06-09T05:00:00+00:00,2026-06-09T05:30:00+00:00,9,T11,T9-T16,257.37,wet_multi_day,3.11,false,false
396,2026-06-09T05:30:00+00:00,2026-06-09T06:00:00+00:00,9,T12,T9-T16,257.37,wet_multi_day,6.11,false,false
397,2026-06-09T06:00:00+00:00,2026-06-09T06:30:00+00:00,9,T13,T9-T16,257.37,wet_multi_day,6.08,false,false
398,2026-06-09T06:30:00+00:00,2026-06-09T07:00:00+00:00,9,T14,T9-T16,257.37,wet_multi_day,6.64,false,false
399,2026-06-09T07:00:00+00:00,2026-06-09T07:30:00+00:00,9,T15,T9-T16,257.37,wet_multi_day,6.54,false,false
400,2026-06-09T07:30:00+00:00,2026-06-09T08:00:00+00:00,9,T16,T9-T16,257.37,wet_multi_day,6.22,false,false
401,2026-06-09T08:00:00+00:00,2026-06-09T08:30:00+00:00,9,T17,T17-T24,282.66,wet_multi_day,6.24,false,false
402,2026-06-09T08:30:00+00:00,2026-06-09T09:00:00+00:00,9,T18,T17-T24,282.66,wet_multi_day,6.50,false,false
403,2026-06-09T09:00:00+00:00,2026-06-09T09:30:00+00:00,9,T19,T17-T24,282.66,wet_multi_day,6.39,false,false
404,2026-06-09T09:30:00+00:00,2026-06-09T10:00:00+00:00,9,T20,T17-T24,282.66,wet_multi_day,6.22,false,false
405,2026-06-09T10:00:00+00:00,2026-06-09T10:30:00+00:00,9,T21,T17-T24,282.66,wet_multi_day,6.41,false,false
406,2026-06-09T10:30:00+00:00,2026-06-09T11:00:00+00:00,9,T22,T17-T24,282.66,wet_multi_day,4.36,false,true
407,2026-06-09T11:00:00+00:00,2026-06-09T11:30:00+00:00,9,T23,T17-T24,282.66,wet_multi_day,4.00,false,true
408,2026-06-09T11:30:00+00:00,2026-06-09T12:00:00+00:00,9,T24,T17-T24,282.66,wet_multi_day,4.28,false,true
409,2026-06-09T12:00:00+00:00,2026-06-09T12:30:00+00:00,9,T25,T25-T32,283.90,wet_multi_day,3.94,false,true
410,2026-06-09T12:30:00+00:00,2026-06-09T13:00:00+00:00,9,T26,T25-T32,283.90,wet_multi_day,4.37,false,true
411,2026-06-09T13:00:00+00:00,2026-06-09T13:30:00+00:00,9,T27,T25-T32,283.90,wet_multi_day,3.98,false,true
412,2026-06-09T13:30:00+00:00,2026-06-09T14:00:00+00:00,9,T28,T25-T32,283.90,wet_multi_day,3.79,false,true
413,2026-06-09T14:00:00+00:00,2026-06-09T14:30:00+00:00,9,T29,T25-T32,283.90,wet_multi_day,4.43,false,true
414,2026-06-09T14:30:00+00:00,2026-06-09T15:00:00+00:00,9,T30,T25-T32,283.90,wet_multi_day,4.38,false,true
415,2026-06-09T15:00:00+00:00,2026-06-09T15:30:00+00:00,9,T31,T25-T32,283.90,wet_multi_day,3.82,false,false
416,2026-06-09T15:30:00+00:00,2026-06-09T16:00:00+00:00,9,T32,T25-T32,283.90,wet_multi_day,4.02,false,false
417,2026-06-09T16:00:00+00:00,2026-06-09T16:30:00+00:00,9,T33,T33-T40,302.47,wet_multi_day,6.75,false,false
418,2026-06-09T16:30:00+00:00,2026-06-09T17:00:00+00:00,9,T34,T33-T40,302.47,wet_multi_day,6.54,false,false
419,2026-06-09T17:00:00+00:00,2026-06-09T17:30:00+00:00,9,T35,T33-T40,302.47,wet_multi_day,6.77,false,false
420,2026-06-09T17:30:00+00:00,2026-06-09T18:00:00+00:00,9,T36,T33-T40,302.47,wet_multi_day,6.82,false,false
421,2026-06-09T18:00:00+00:00,2026-06-09T18:30:00+00:00,9,T37,T33-T40,302.47,wet_multi_day,6.71,false,false
422,2026-06-09T18:30:00+00:00,2026-06-09T19:00:00+00:00,9,T38,T33-T40,302.47,wet_multi_day,6.58,false,false
423,2026-06-09T19:00:00+00:00,2026-06-09T19:30:00+00:00,9,T39,T33-T40,302.47,wet_multi_day,6.57,false,false
424,2026-06-09T19:30:00+00:00,2026-06-09T20:00:00+00:00,9,T40,T33-T40,302.47,wet_multi_day,6.53,false,false
425,2026-06-09T20:00:00+00:00,2026-06-09T20:30:00+00:00,9,T41,T41-T48,277.06,wet_multi_day,6.95,false,false
426,2026-06-09T20:30:00+00:00,2026-06-09T21:00:00+00:00,9,T42,T41-T48,277.06,wet_multi_day,7.08,false,false
427,2026-06-09T21:00:00+00:00,2026-06-09T21:30:00+00:00,9,T43,T41-T48,277.06,wet_multi_day,6.67,false,false
428,2026-06-09T21:30:00+00:00,2026-06-09T22:00:00+00:00,9,T44,T41-T48,277.06,wet_multi_day,2.98,false,false
429,2026-06-09T22:00:00+00:00,2026-06-09T22:30:00+00:00,9,T45,T41-T48,277.06,wet_multi_day,3.21,false,false
430,2026-06-09T22:30:00+00:00,2026-06-09T23:00:00+00:00,9,T46,T41-T48,277.06,wet_multi_day,3.40,false,false
431,2026-06-09T23:00:00+00:00,2026-06-09T23:30:00+00:00,9,T47,T41-T48,277.06,wet_multi_day,3.33,false,false
432,2026-06-09T23:30:00+00:00,2026-06-10T00:00:00+00:00,9,T48,T41-T48,277.06,wet_multi_day,3.25,false,false
